1,r,1,Batrider,Drow Ranger,Riki,Medusa,Witch Doctor, OG,Alliance ,Oracle,Faceless Void,Mirana,Ogre Magi,Terrorblade,,,The International 2016
1,r,1,Elder Titan,Juggernaut,Oracle,Tidehunter,Sven, OG,LGD ,Batrider,Ogre Magi,Dazzle,Lycan,Timbersaw,,,The International 2016
2,r,2,Faceless Void,Witch Doctor,Oracle,Huskar,Juggernaut, Natus Vincere Dota 2,Evil Geniuses Dota2 ,Elder Titan,Batrider,Dazzle,Ursa,Viper,,,The International 2016
2,r,1,Oracle,Drow Ranger,Slardar,Enchantress,Puck, Natus Vincere Dota 2,Evil Geniuses Dota2 ,Elder Titan,Faceless Void,Nature's Prophet,Chen,Templar Assassin,,,The International 2016
2,d,2,Batrider,Earth Spirit,Phoenix,Razor,Legion Commander, OG,LGD ,Ogre Magi,Juggernaut,Nyx Assassin,Morphling,Shadow Demon,,,The International 2016
2,r,2,Beastmaster,Vengeful Spirit,Invoker,Enchantress,Slark, Escape Gaming Dota 2,Natus Vincere Dota 2 ,Mirana,Oracle,Drow Ranger,Nature's Prophet,Witch Doctor,,,The International 2016
1,d,1,Beastmaster,Lone Druid,Vengeful Spirit,Riki,Ursa, Escape Gaming Dota 2,Natus Vincere Dota 2 ,Bounty Hunter,Batrider,Shadow Demon,Lifestealer,Ember Spirit,,,The International 2016
1,r,2,Beastmaster,Ogre Magi,Dazzle,Huskar,Invoker, Escape Gaming Dota 2,Execration ,Mirana,Sand King,Witch Doctor,Timbersaw,Sven,,,The International 2016
1,r,2,Batrider,Dazzle,Juggernaut,Riki,Tiny, Escape Gaming Dota 2,Execration ,Mirana,Earth Spirit,Slardar,Invoker,Bane,,,The International 2016
2,r,1,Ogre Magi,Slark,Keeper of the Light,Faceless Void,Storm Spirit, Escape Gaming Dota 2,EHOME ,Batrider,Kunkka,Timbersaw,Crystal Maiden,Anti-Mage,,,The International 2016
2,r,2,Faceless Void,Elder Titan,Dazzle,Invoker,Drow Ranger, Escape Gaming Dota 2,EHOME ,Ogre Magi,Naga Siren,Death Prophet,Disruptor,Axe,,,The International 2016
2,d,2,Sand King,Dazzle,Clockwerk,Shadow Fiend,Ember Spirit, compLexity,Execration ,Tidehunter,Meepo,Silencer,Ogre Magi,Puck,,,The International 2016
2,d,2,Io,Tiny,Nature's Prophet,Ogre Magi,Ursa, compLexity,Execration ,Mirana,Sand King,Witch Doctor,Juggernaut,Earth Spirit,,,The International 2016
2,r,2,Ogre Magi,Batrider,Lion,Morphling,Alchemist, Execration,EHOME ,Mirana,Naga Siren,Keeper of the Light,Undying,Axe,,,The International 2016
2,r,2,Batrider,Earth Spirit,Juggernaut,Disruptor,Phantom Lancer, Execration,EHOME ,Mirana,Ogre Magi,Nyx Assassin,Lifestealer,Phoenix,,,The International 2016
1,d,2,Mirana,Slardar,Juggernaut,Vengeful Spirit,Weaver, Execration,EHOME ,Ogre Magi,Batrider,Sven,Warlock,Phoenix,,,The International 2016
1,r,1,Mirana,Slark,Ogre Magi,Beastmaster,Queen of Pain, Escape Gaming Dota 2,compLexity ,Batrider,Juggernaut,Earth Spirit,Dazzle,Weaver,,,The International 2016
1,r,1,Mirana,Lone Druid,Dazzle,Juggernaut,Nyx Assassin, Escape Gaming Dota 2,compLexity ,Batrider,Earth Spirit,Disruptor,Timbersaw,Sven,,,The International 2016
2,r,1,Batrider,Earth Spirit,Morphling,Ancient Apparition,Queen of Pain, Escape Gaming Dota 2,compLexity ,Slark,Mirana,Oracle,Beastmaster,Riki,,,The International 2016
